repository,file,commits,distinct_authors,lines_added,lines_removed,churn,file_age_days,days_since_change
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\event\ListenerIDebugEventCallbacksWide.java,3,2,370,185,555,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\event\ListenerIDebugEventContextCallbacks.java,3,2,396,198,594,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\event\MarkerEventCallbacks.java,3,2,40,20,60,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\event\VTableIDebugEventCallbacks.java,3,2,254,127,381,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\event\VTableIDebugEventCallbacksWide.java,3,2,252,126,378,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\event\VTableIDebugEventContextCallbacks.java,3,2,264,132,396,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\io\CallbackIDebugInputCallbacks.java,3,2,42,21,63,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\io\CallbackIDebugOutputCallbacks.java,3,2,42,21,63,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\io\CallbackIDebugOutputCallbacks2.java,3,2,42,21,63,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\io\CallbackIDebugOutputCallbacksWide.java,3,2,44,22,66,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\io\IDebugInputCallbacks.java,3,2,56,28,84,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\io\IDebugOutputCallbacks.java,3,2,52,26,78,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\io\IDebugOutputCallbacks2.java,3,2,58,29,87,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\io\IDebugOutputCallbacksWide.java,3,2,54,27,81,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\io\ListenerIDebugInputCallbacks.java,3,2,144,72,216,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\io\ListenerIDebugOutputCallbacks.java,3,2,128,64,192,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\io\ListenerIDebugOutputCallbacks2.java,3,2,162,81,243,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\io\ListenerIDebugOutputCallbacksWide.java,3,2,130,65,195,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\io\MarkerInputCallbacks.java,3,2,40,20,60,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\io\MarkerOutputCallbacks.java,3,2,40,20,60,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\io\VTableIDebugInputCallbacks.java,3,2,132,66,198,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\io\VTableIDebugOutputCallbacks.java,3,2,122,61,183,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\io\VTableIDebugOutputCallbacks2.java,3,2,100,50,150,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\io\VTableIDebugOutputCallbacksWide.java,3,2,120,60,180,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\registers\IDebugRegisters.java,3,2,150,75,225,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\registers\IDebugRegisters2.java,3,2,184,92,276,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\registers\WrapIDebugRegisters.java,3,2,188,94,282,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\registers\WrapIDebugRegisters2.java,3,2,248,124,372,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\symbols\IDebugSymbolGroup.java,3,2,44,22,66,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\symbols\IDebugSymbolGroup2.java,3,2,44,22,66,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\symbols\IDebugSymbols.java,4,3,248,125,373,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\symbols\IDebugSymbols2.java,3,2,96,48,144,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\symbols\IDebugSymbols3.java,4,2,260,130,390,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\symbols\IDebugSymbols4.java,3,2,84,42,126,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\symbols\IDebugSymbols5.java,3,2,74,37,111,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\symbols\WrapIDebugSymbols.java,4,3,232,116,348,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\symbols\WrapIDebugSymbols2.java,3,2,80,40,120,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\symbols\WrapIDebugSymbols3.java,4,2,186,93,279,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\symbols\WrapIDebugSymbols4.java,3,2,62,31,93,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\symbols\WrapIDebugSymbols5.java,3,2,62,31,93,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\sysobj\IDebugSystemObjects.java,5,3,209,108,317,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\sysobj\IDebugSystemObjects2.java,4,3,92,52,144,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\sysobj\IDebugSystemObjects3.java,3,2,114,57,171,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\sysobj\IDebugSystemObjects4.java,3,2,74,37,111,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\sysobj\WrapIDebugSystemObjects.java,5,3,267,144,411,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\sysobj\WrapIDebugSystemObjects2.java,4,3,92,59,151,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\sysobj\WrapIDebugSystemObjects3.java,3,2,126,63,189,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\dbgeng\sysobj\WrapIDebugSystemObjects4.java,3,2,66,33,99,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\jna\javaprovider\JavaProviderNative.java,3,2,50,25,75,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\DbgCause.java,3,2,66,33,99,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\DbgCommand.java,3,2,158,79,237,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\DbgEvent.java,3,2,126,63,189,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\DbgEventHandler.java,3,2,124,62,186,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\DbgEventsListener.java,6,3,517,264,781,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\DbgEventsListenerAdapter.java,6,3,310,159,469,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\DbgManager.java,9,3,755,406,1161,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\DbgMemoryOperations.java,4,2,143,73,216,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\DbgModule.java,4,3,86,43,129,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\DbgModuleMemory.java,5,3,94,51,145,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\DbgModuleSection.java,3,2,76,38,114,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\DbgProcess.java,8,3,501,262,763,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\DbgReason.java,4,2,90,46,136,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\DbgSession.java,3,2,146,73,219,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\DbgStackFrame.java,4,2,143,72,215,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\DbgStackFrameOperations.java,3,2,144,72,216,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\DbgState.java,4,2,178,89,267,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\DbgStateListener.java,3,2,72,36,108,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\DbgThread.java,8,3,324,174,498,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\breakpoint\DbgBreakpointDisp.java,3,2,64,32,96,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\breakpoint\DbgBreakpointInfo.java,7,3,642,341,983,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\breakpoint\DbgBreakpointInsertions.java,3,2,168,84,252,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\breakpoint\DbgBreakpointLocation.java,3,2,276,138,414,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\breakpoint\DbgBreakpointType.java,3,2,130,65,195,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\AbstractDbgCommand.java,5,3,191,128,319,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgAddProcessCommand.java,3,2,74,37,111,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgAddSessionCommand.java,3,2,74,37,111,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgAttachCommand.java,3,2,164,82,246,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgAttachKernelCommand.java,4,3,140,72,212,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgCommandError.java,3,2,110,55,165,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgConsoleExecCommand.java,4,2,141,73,214,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgContinueCommand.java,3,2,104,52,156,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgDeleteBreakpointsCommand.java,4,3,91,47,138,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgDetachCommand.java,5,2,112,58,170,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgDisableBreakpointsCommand.java,3,2,88,44,132,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgEnableBreakpointsCommand.java,3,2,86,43,129,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgEvaluateCommand.java,3,2,84,42,126,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgFileExecAndSymbolsCommand.java,3,2,74,37,111,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgInsertBreakpointCommand.java,4,2,214,119,333,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgKillCommand.java,3,2,78,39,117,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgLaunchProcessCommand.java,8,3,221,138,359,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgListAvailableProcessesCommand.java,3,2,116,58,174,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgListBreakpointsCommand.java,3,2,100,50,150,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgListKernelMemoryRegionsCommand.java,4,3,203,105,308,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgListMappingsCommand.java,6,3,142,73,215,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgListMemoryRegionsCommand.java,7,3,219,126,345,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgListModulesCommand.java,7,3,176,101,277,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgListProcessesCommand.java,7,3,168,99,267,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgListRegisterDescriptionsCommand.java,3,2,96,48,144,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgListSessionsCommand.java,5,3,135,69,204,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgListThreadsCommand.java,7,3,177,107,284,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgOpenDumpCommand.java,3,2,146,73,219,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgPendingCommand.java,3,2,410,205,615,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgProcessSelectCommand.java,2,2,48,0,48,42,1962
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgReadBusDataCommand.java,4,2,129,67,196,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgReadControlCommand.java,4,2,119,62,181,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgReadDebuggerDataCommand.java,4,2,112,58,170,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgReadIoCommand.java,4,2,129,67,196,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgReadMemoryCommand.java,5,3,115,61,176,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgReadPhysicalMemoryCommand.java,4,2,114,59,173,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgReadRegistersCommand.java,7,3,167,98,265,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgRemoveProcessCommand.java,3,2,74,37,111,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgRemoveSessionCommand.java,3,2,74,37,111,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgRunCommand.java,3,2,122,61,183,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgSessionSelectCommand.java,1,1,47,0,47,0,2005
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgStackListFramesCommand.java,6,3,162,94,256,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgStepCommand.java,5,3,236,121,357,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgThreadSelectCommand.java,2,2,47,0,47,42,1962
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgWriteBusDataCommand.java,3,2,104,52,156,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgWriteControlCommand.java,3,2,94,47,141,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgWriteIoCommand.java,3,2,104,52,156,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgWriteMemoryCommand.java,3,2,88,44,132,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgWritePhysicalMemoryCommand.java,3,2,90,45,135,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\cmd\DbgWriteRegistersCommand.java,5,3,144,73,217,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\evt\AbstractDbgCompletedCommandEvent.java,3,2,80,40,120,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\evt\AbstractDbgEvent.java,3,2,170,85,255,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\evt\DbgBreakpointCreatedEvent.java,4,2,96,49,145,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\evt\DbgBreakpointDeletedEvent.java,4,2,93,47,140,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\evt\DbgBreakpointEvent.java,3,2,50,25,75,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\evt\DbgBreakpointModifiedEvent.java,4,2,114,58,172,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\evt\DbgCommandDoneEvent.java,5,3,100,51,151,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\evt\DbgCommandErrorEvent.java,4,2,96,48,144,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\evt\DbgCommandRunningEvent.java,4,2,72,36,108,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\evt\DbgConsoleOutputEvent.java,4,2,74,37,111,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\evt\DbgExceptionEvent.java,3,2,50,25,75,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\evt\DbgModuleLoadedEvent.java,3,2,50,25,75,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\evt\DbgModuleUnloadedEvent.java,3,2,50,25,75,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\evt\DbgProcessCreatedEvent.java,3,2,50,25,75,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\evt\DbgProcessExitedEvent.java,3,2,62,31,93,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\evt\DbgProcessSelectedEvent.java,4,2,104,52,156,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\evt\DbgRunningEvent.java,4,2,107,54,161,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\evt\DbgSessionSelectedEvent.java,4,2,104,52,156,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\evt\DbgStateChangedEvent.java,4,3,108,55,163,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\evt\DbgStoppedEvent.java,4,2,130,66,196,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\evt\DbgSystemsEvent.java,4,2,68,34,102,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\evt\DbgThreadCreatedEvent.java,3,2,50,25,75,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\evt\DbgThreadExitedEvent.java,3,2,48,24,72,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\evt\DbgThreadSelectedEvent.java,5,3,139,71,210,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\impl\DbgDebugEventCallbacksAdapter.java,9,3,333,186,519,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\impl\DbgDebugOutputCallbacks.java,3,2,68,34,102,1449,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\impl\DbgManagerImpl.java,37,3,3989,2451,6440,1449,555
