repository,file,commits,distinct_authors,lines_added,lines_removed,churn,file_age_days,days_since_change
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\AddressFactoryService.java,1,1,26,0,26,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\AddressInput.java,16,7,894,322,1216,2582,54
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\AddressSetEditorPanel.java,6,4,306,54,360,2107,529
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\BlockPanel.java,5,4,159,159,318,1330,1306
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\ByteCopier.java,8,4,933,299,1232,2563,73
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\ClipboardType.java,2,2,67,9,76,608,2028
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\CodeUnitInfo.java,2,2,492,31,523,2264,371
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\CodeUnitInfoTransferable.java,2,2,113,3,116,2255,380
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\ColorAndStyle.java,3,2,77,2,79,36,2599
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\CommentTypes.java,3,3,66,15,81,2270,365
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\DisplayableEol.java,8,3,980,980,1960,1664,971
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\DomainObjectService.java,3,2,36,0,36,1413,1223
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\EditFieldNameDialog.java,7,6,235,90,325,2551,85
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\GhidraFileOpenDataFlavorHandlerService.java,5,4,76,28,104,1413,1223
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\HelpTopics.java,5,3,207,5,212,2135,501
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\HexLong.java,1,1,50,0,50,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\HighlightProvider.java,1,1,43,0,43,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\JavaFileListFlavorHandler.java,2,2,48,48,96,2,2633
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\MemoryBlockUtil.java,5,3,640,640,1280,114,2521
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\Option.java,6,3,522,131,653,2564,71
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\OptionException.java,1,1,56,0,56,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\OptionListener.java,1,1,31,0,31,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\OptionUtils.java,1,1,81,0,81,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\OptionValidator.java,1,1,31,0,31,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\OptionsDialog.java,5,4,119,6,125,2169,467
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\OptionsEditorPanel.java,18,6,558,345,903,2564,71
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\Permissions.java,1,1,35,0,35,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\PluginConstants.java,9,4,126,24,150,1505,1131
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\ProcessorInfo.java,1,1,65,0,65,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\ProgramDropProvider.java,2,2,56,1,57,306,2329
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\RefRepeatComment.java,2,2,83,0,83,940,1695
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\SelectionTransferData.java,1,1,56,0,56,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\SelectionTransferable.java,2,2,179,75,254,1882,753
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\SymbolInspector.java,9,3,591,65,656,2298,337
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\ToolTipUtils.java,13,5,521,113,634,2170,465
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\XReferenceUtil.java,4,2,439,88,527,903,1732
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bean\FixedBitSizeValueField.java,7,4,513,123,636,1372,1264
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bean\SelectLanguagePanel.java,3,2,483,3,486,28,2607
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bean\SelectLanguagePanelListener.java,2,2,37,1,38,250,2385
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bean\SetEquateDialog.java,17,8,806,66,872,2169,467
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bean\SetEquateTableModel.java,1,1,152,0,152,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\BinaryReader.java,26,5,1770,408,2178,2513,122
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\ByteArrayConverter.java,2,2,41,5,46,1960,675
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\ByteArrayProvider.java,4,3,159,13,172,919,1716
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\ByteProvider.java,6,4,188,49,237,2431,205
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\ByteProviderInputStream.java,3,3,153,15,168,2140,495
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\ByteProviderPaddedInputStream.java,2,2,80,3,83,2140,495
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\ByteProviderWrapper.java,7,4,165,32,197,2431,205
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\GhidraRandomAccessFile.java,6,4,353,29,382,2140,495
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\InputStreamByteProvider.java,4,3,129,5,134,2431,205
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\MemoryByteProvider.java,11,3,392,39,431,2435,201
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\MemoryByteProviderInputStream.java,2,2,76,76,152,1279,1356
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\MemoryMutableByteProvider.java,2,2,69,4,73,1960,675
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\MutableByteProvider.java,1,1,40,0,40,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\RandomAccessByteProvider.java,7,5,236,72,308,2140,495
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\RandomAccessMutableByteProvider.java,2,2,63,7,70,250,2385
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\StructConverter.java,7,4,147,4,151,2471,164
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\StructConverterUtil.java,1,1,167,0,167,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\SynchronizedByteProvider.java,4,3,96,7,103,2431,205
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\ClampPropertiesLookup.java,2,2,82,82,164,581,2054
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\FactoryBundledWithBinaryReader.java,2,2,37,37,74,1115,1520
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\MemoryLoadable.java,2,2,69,2,71,1478,1157
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\Writeable.java,1,1,37,0,37,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\AoutHeader.java,2,2,86,3,89,2255,380
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\AoutHeaderFactory.java,1,1,35,0,35,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\AoutHeaderMIPS.java,3,3,68,2,70,1410,1226
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\AoutHeaderMagic.java,1,1,24,0,24,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\BigEndianUnitSizeByteSwapperInputStream.java,1,1,51,0,51,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffConstants.java,1,1,41,0,41,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffException.java,1,1,25,0,25,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffFileHeader.java,4,2,356,29,385,2264,372
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffFileHeaderFlag.java,1,1,76,0,76,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffFileHeaderTargetID.java,1,1,28,0,28,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffLineNumber.java,2,2,54,3,57,2255,380
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffMachineType.java,3,3,294,2,296,2264,372
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffRelocation.java,2,2,106,2,108,2255,380
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffSectionHeader.java,7,7,443,27,470,1255,1380
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffSectionHeader1.java,3,3,79,11,90,1149,1487
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffSectionHeader2.java,3,3,74,6,80,1149,1487
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffSectionHeaderFactory.java,2,2,39,2,41,261,2374
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffSectionHeaderFlags.java,1,1,53,0,53,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffSectionHeaderReserved.java,1,1,28,0,28,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffSymbol.java,1,1,160,0,160,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffSymbolAux.java,1,1,22,0,22,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffSymbolAuxArray.java,2,2,86,3,89,2255,380
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffSymbolAuxBeginningOfBlock.java,3,2,71,6,77,2255,380
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffSymbolAuxDefault.java,2,2,45,3,48,2255,380
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffSymbolAuxEndOfBlock.java,2,2,56,3,59,2255,380
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffSymbolAuxEndOfStruct.java,2,2,62,3,65,2255,380
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffSymbolAuxFactory.java,1,1,74,0,74,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffSymbolAuxFilename.java,2,2,50,3,53,2255,380
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffSymbolAuxFunction.java,2,2,68,3,71,2255,380
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffSymbolAuxName.java,2,2,62,3,65,2255,380
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffSymbolAuxSection.java,2,2,63,3,66,2255,380
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffSymbolAuxTagName.java,2,2,68,3,71,2255,380
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffSymbolSectionNumber.java,2,2,41,2,43,1792,843
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffSymbolSpecial.java,1,1,106,0,106,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffSymbolStorageClass.java,1,1,78,0,78,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\CoffSymbolType.java,1,1,51,0,51,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\archive\CoffArchiveConstants.java,2,2,28,5,33,678,1957
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\archive\CoffArchiveHeader.java,5,4,217,44,261,2367,268
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\archive\CoffArchiveMemberHeader.java,6,5,324,22,346,2215,420
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\archive\FirstLinkerMember.java,2,2,130,13,143,919,1716
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\archive\LongNamesMember.java,2,2,127,8,135,1255,1380
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\archive\SecondLinkerMember.java,2,2,134,2,136,2255,380
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\relocation\CoffRelocationHandler.java,3,2,72,13,85,1409,1226
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\coff\relocation\CoffRelocationHandlerFactory.java,1,1,44,0,44,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf\DwarfSectionNames.java,3,2,100,100,200,1828,808
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf\line\FileEntry.java,4,2,70,70,140,1828,808
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf\line\LEB128.java,2,2,48,48,96,660,1976
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf\line\StateMachine.java,1,1,83,0,83,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf\line\StatementProgramInstructions.java,4,2,184,184,368,1828,808
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf\line\StatementProgramPrologue.java,3,2,180,180,360,1828,808
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\DIEAggregate.java,16,6,1225,126,1351,1773,863
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\DWARFAbbreviation.java,5,3,168,168,336,1811,824
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\DWARFAttributeSpecification.java,4,2,106,106,212,1811,824
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\DWARFCompilationUnit.java,14,6,483,483,966,1811,824
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\DWARFCompileUnit.java,8,2,255,255,510,1811,824
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\DWARFException.java,2,2,43,5,48,1773,863
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\DWARFLine.java,9,3,332,332,664,1811,824
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\DWARFLocation.java,3,2,148,148,296,1811,824
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\DWARFPreconditionException.java,2,2,28,28,56,1773,863
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\DWARFRange.java,2,2,74,0,74,1496,1139
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\DWARFUtil.java,8,3,916,75,991,1773,863
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\DebugInfoEntry.java,5,2,391,97,488,1773,863
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\LEB128.java,4,2,371,371,742,1442,1193
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\attribs\DWARFAmbigNumericAttribute.java,2,2,49,49,98,1449,1187
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\attribs\DWARFAttributeFactory.java,7,2,201,201,402,1811,824
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\attribs\DWARFAttributeValue.java,1,1,23,0,23,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\attribs\DWARFBlobAttribute.java,1,1,42,0,42,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\attribs\DWARFBooleanAttribute.java,1,1,43,0,43,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\attribs\DWARFDeferredStringAttribute.java,1,1,52,0,52,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\attribs\DWARFIndirectAttribute.java,2,2,46,46,92,1811,824
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\attribs\DWARFNumericAttribute.java,4,2,100,100,200,1811,824
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\attribs\DWARFStringAttribute.java,1,1,38,0,38,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\encoding\DWARFAccessibility.java,1,1,65,0,65,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\encoding\DWARFAttribute.java,5,2,181,181,362,1811,824
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\encoding\DWARFChildren.java,2,2,66,66,132,1811,824
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\encoding\DWARFEncoding.java,1,1,49,0,49,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\encoding\DWARFEndianity.java,1,1,50,0,50,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\encoding\DWARFForm.java,2,2,88,88,176,1811,824
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\encoding\DWARFIdentifierCase.java,1,1,66,0,66,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\encoding\DWARFInline.java,1,1,66,0,66,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\encoding\DWARFSourceLanguage.java,2,2,71,0,71,855,1780
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\encoding\DWARFTag.java,3,2,103,103,206,1811,824
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\expression\DWARFExpression.java,3,2,283,5,288,1442,1193
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\expression\DWARFExpressionEvaluator.java,4,2,598,2,600,1773,863
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\expression\DWARFExpressionException.java,1,1,77,0,77,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\expression\DWARFExpressionOpCodes.java,1,1,271,0,271,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\expression\DWARFExpressionOperandType.java,1,1,42,0,42,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\expression\DWARFExpressionOperation.java,1,1,103,0,103,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\expression\DWARFExpressionResult.java,1,1,37,0,37,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\next\DIEAMonitoredIterator.java,2,2,193,193,386,1773,863
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\next\DWARFDataTypeImporter.java,32,4,2221,872,3093,1773,863
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\next\DWARFDataTypeManager.java,16,5,1029,317,1346,1773,863
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\next\DWARFFunctionImporter.java,27,5,2164,1495,3659,1773,863
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\next\DWARFImportOptions.java,4,2,514,101,615,1773,863
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\next\DWARFImportSummary.java,1,1,115,0,115,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\next\DWARFNameInfo.java,2,2,335,6,341,945,1690
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\next\DWARFParser.java,8,5,246,33,279,1710,926
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\next\DWARFProgram.java,24,5,1651,541,2192,1795,841
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\next\DWARFRegisterMappings.java,1,1,122,0,122,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\next\DWARFRegisterMappingsManager.java,2,2,297,63,360,1496,1139
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\next\DWARFSourceInfo.java,3,2,175,10,185,1496,1139
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\next\DataTypeGraphComparator.java,1,1,190,0,190,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\next\NamespacePath.java,4,4,315,26,341,945,1690
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\next\StringTable.java,2,2,117,117,234,1811,824
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\next\sectionprovider\BaseSectionProvider.java,4,2,110,20,130,1297,1338
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\next\sectionprovider\CompressedSectionProvider.java,2,2,168,42,210,1184,1451
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\next\sectionprovider\DSymSectionProvider.java,5,4,123,23,146,1184,1451
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\next\sectionprovider\DWARFSectionNames.java,1,1,34,0,34,0,2636
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\next\sectionprovider\DWARFSectionProvider.java,4,3,88,12,100,1296,1339
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\next\sectionprovider\DWARFSectionProviderFactory.java,5,3,135,46,181,1296,1339
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\next\sectionprovider\ElfSectionProvider.java,2,2,95,95,190,700,1936
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\dwarf4\next\sectionprovider\NullSectionProvider.java,3,2,50,5,55,1184,1451
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\elf\ElfConstants.java,12,6,831,256,1087,2347,288
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\format\elf\ElfDefaultGotPltMarkup.java,19,5,916,226,1142,2313,323
