repository,file,n_semgrep,n_codeql,has_security_risk,sonar_ncloc,sonar_lines,sonar_functions,sonar_classes,sonar_statements,sonar_complexity,sonar_cognitive_complexity,sonar_duplicated_lines,sonar_duplicated_lines_density,sonar_duplicated_blocks,sonar_comment_lines,sonar_comment_lines_density,sonar_code_smells,sonar_sqale_index,sonar_sqale_debt_ratio,sonar_violations,sonar_blocker_violations,sonar_critical_violations,sonar_major_violations,sonar_minor_violations,wmc,dit,noc,cbo,rfc,lcom,lcom_star,num_methods,num_static_methods,num_fields,num_static_fields,tcc,lcc,num_classes,commits,distinct_authors,lines_added,lines_removed,churn,file_age_days,days_since_change
NationalSecurityAgency/ghidra,Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/listing/DBTraceUndefinedDataView.java,0,0,0,103.0,175.0,15.0,1.0,33.0,25.0,6.0,0.0,0.0,0.0,19.0,15.6,3.0,2.0,0.1,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,350.0,28.0,378.0,1653.0,352.0
NationalSecurityAgency/ghidra,Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/DBTraceUserData.java,0,0,0,25.0,54.0,5.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,13.8,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,108.0,2.0,110.0,468.0,1538.0
NationalSecurityAgency/ghidra,Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/DBTraceUtils.java,0,0,0,336.0,517.0,50.0,10.0,106.0,72.0,33.0,32.0,6.2,2.0,59.0,14.9,26.0,148.0,1.5,26.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,1510.0,512.0,2022.0,1653.0,352.0
NationalSecurityAgency/ghidra,Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/program/DBTraceVariableSnapProgramView.java,0,0,0,31.0,63.0,3.0,1.0,11.0,6.0,3.0,0.0,0.0,0.0,6.0,16.2,4.0,10.0,1.1,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,133.0,11.0,144.0,1574.0,432.0
NationalSecurityAgency/ghidra,Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/database/spatial/DBTreeDataRecord.java,0,0,0,82.0,134.0,10.0,2.0,24.0,18.0,4.0,0.0,0.0,0.0,10.0,10.9,7.0,49.0,2.0,8.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,271.0,5.0,276.0,1950.0,55.0
NationalSecurityAgency/ghidra,Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/database/spatial/DBTreeNodeRecord.java,0,0,0,56.0,94.0,12.0,2.0,10.0,9.0,0.0,0.0,0.0,0.0,2.0,3.4,4.0,27.0,1.6,4.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,184.0,2.0,186.0,1051.0,955.0
NationalSecurityAgency/ghidra,Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/database/spatial/DBTreeRecord.java,0,0,0,16.0,47.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,15.8,4.0,27.0,5.6,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,94.0,2.0,96.0,134.0,1872.0
NationalSecurityAgency/ghidra,Ghidra/Framework/DB/src/test/java/db/DBVarKeyTableTest.java,0,0,0,734.0,1006.0,55.0,1.0,454.0,113.0,76.0,348.0,34.6,19.0,96.0,11.6,5.0,27.0,0.1,5.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1083.0,78.0,1161.0,643.0,1994.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/help/help/topics/DbViewerPlugin/DbViewer.htm,0,0,0,41.0,48.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,2.4,8.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NationalSecurityAgency/ghidra,Ghidra/Features/DebugUtils/src/main/java/db/DbViewer.java,0,0,0,199.0,256.0,10.0,2.0,123.0,21.0,14.0,32.0,12.5,2.0,8.0,3.9,4.0,50.0,0.8,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,881.0,626.0,1507.0,2346.0,291.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/debug/DbViewerComponent.java,0,0,0,221.0,295.0,18.0,3.0,120.0,39.0,23.0,32.0,10.8,2.0,10.0,4.3,2.0,4.0,0.1,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,391.0,97.0,488.0,1710.0,927.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/debug/DbViewerPlugin.java,0,0,0,79.0,110.0,6.0,1.0,30.0,13.0,8.0,0.0,0.0,0.0,2.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,129.0,20.0,149.0,2191.0,446.0
NationalSecurityAgency/ghidra,Ghidra/Test/IntegrationTest/src/screen/java/help/screenshot/DbViewerPluginScreenShots.java,0,0,0,31.0,54.0,2.0,1.0,13.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,53.0,0.0,53.0,0.0,2637.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/debug/DbViewerProvider.java,0,0,0,53.0,86.0,6.0,1.0,21.0,12.0,7.0,0.0,0.0,0.0,3.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,117.0,32.0,149.0,1710.0,927.0
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/data/DBWithUserDataContentHandler.java,0,0,0,84.0,145.0,4.0,1.0,37.0,13.0,11.0,0.0,0.0,0.0,26.0,23.6,1.0,5.0,0.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,147.0,3.0,150.0,261.0,1038.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/calltree/DeadEndNode.java,0,0,0,77.0,111.0,11.0,1.0,21.0,14.0,5.0,17.0,15.3,1.0,2.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,146.0,36.0,182.0,2088.0,549.0
NationalSecurityAgency/ghidra,Ghidra/Test/DebuggerIntegrationTest/src/test/java/ghidra/debug/flatapi/DeadFlatDebuggerAPITest.java,0,0,0,409.0,545.0,47.0,3.0,219.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,0.3,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,553.0,9.0,562.0,775.0,33.0
NationalSecurityAgency/ghidra,Ghidra/Features/Decompiler/src/decompile/datatests/deadvolatile.xml,0,0,0,25.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NationalSecurityAgency/ghidra,Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/utils/DebouncedRowWrappedEnumeratedColumnTableModel.java,0,0,0,42.0,73.0,7.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.5,2.0,3.0,0.2,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,81.0,9.0,90.0,1812.0,54.0
NationalSecurityAgency/ghidra,Ghidra/Features/Recognizers/src/main/java/ghidra/app/util/recognizer/DebRecognizer.java,0,0,0,27.0,46.0,3.0,1.0,6.0,12.0,4.0,25.0,54.3,1.0,0.0,0.0,1.0,5.0,0.6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,51.0,6.0,57.0,2255.0,382.0
NationalSecurityAgency/ghidra,Ghidra/RuntimeScripts/support/debug.log4j.xml,0,0,0,50.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/debug/DebugCodeView.java,0,0,0,61.0,118.0,6.0,1.0,23.0,11.0,7.0,0.0,0.0,0.0,17.0,21.8,2.0,5.0,0.3,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,157.0,40.0,197.0,1115.0,1522.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/debug/DebugCodeViewConstants.java,0,0,0,97.0,203.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,44.9,116.0,240.0,8.2,116.0,0.0,22.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,202.0,0.0,202.0,0.0,2637.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/debug/DebugCodeViewSymbolTable.java,0,0,0,118.0,190.0,12.0,1.0,39.0,26.0,4.0,0.0,0.0,0.0,20.0,14.5,13.0,20.0,0.6,13.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,224.0,35.0,259.0,2255.0,382.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/debug/DebugCOFFLineNumber.java,0,0,0,24.0,74.0,4.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,18.0,42.9,1.0,2.0,0.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,92.0,19.0,111.0,2270.0,367.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/debug/DebugCOFFSymbol.java,0,0,0,184.0,307.0,15.0,1.0,80.0,49.0,8.0,0.0,0.0,0.0,62.0,25.2,55.0,119.0,2.2,55.0,0.0,2.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,343.0,37.0,380.0,2270.0,367.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/debug/DebugCOFFSymbolAux.java,0,0,0,153.0,248.0,24.0,4.0,64.0,31.0,4.0,0.0,0.0,0.0,52.0,25.4,4.0,9.0,0.2,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,326.0,79.0,405.0,1255.0,1381.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/debug/DebugCOFFSymbolsHeader.java,0,0,0,80.0,176.0,11.0,1.0,36.0,15.0,5.0,0.0,0.0,0.0,38.0,32.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,200.0,25.0,225.0,1115.0,1522.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/debug/DebugCOFFSymbolTable.java,0,0,0,28.0,60.0,3.0,1.0,7.0,5.0,3.0,0.0,0.0,0.0,3.0,9.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,102.0,43.0,145.0,2135.0,502.0
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/DebugData.java,0,0,0,350.0,577.0,21.0,2.0,206.0,71.0,53.0,0.0,0.0,0.0,142.0,28.9,55.0,300.0,2.9,56.0,0.0,2.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,585.0,343.0,928.0,1722.0,397.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/DebugDataDirectory.java,0,0,0,155.0,204.0,10.0,1.0,81.0,36.0,41.0,0.0,0.0,0.0,4.0,2.5,2.0,22.0,0.5,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,254.0,51.0,305.0,1960.0,677.0
NationalSecurityAgency/ghidra,Ghidra/Features/Decompiler/src/main/java/ghidra/app/plugin/core/decompile/actions/DebugDecompilerAction.java,0,0,0,50.0,76.0,3.0,1.0,20.0,7.0,5.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0,0.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,122.0,47.0,169.0,2273.0,364.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/debug/DebugDirectory.java,0,0,0,121.0,235.0,15.0,1.0,60.0,21.0,6.0,0.0,0.0,0.0,44.0,26.7,3.0,4.0,0.1,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,269.0,35.0,304.0,2085.0,551.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/debug/DebugDirectoryParser.java,0,0,0,110.0,206.0,8.0,1.0,49.0,24.0,7.0,0.0,0.0,0.0,28.0,20.3,13.0,25.0,0.8,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,247.0,42.0,289.0,2513.0,124.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/dwarf/external/DebugFileProvider.java,0,0,0,9.0,43.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,21.0,30.0,0.0,251.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/dwarf/external/DebugFileStorage.java,0,0,0,10.0,33.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,32.0,0.0,32.0,0.0,251.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/debug/DebugFixup.java,0,0,0,29.0,67.0,2.0,1.0,13.0,4.0,2.0,0.0,0.0,0.0,8.0,21.6,1.0,1.0,0.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,86.0,20.0,106.0,1115.0,1522.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/debug/DebugFixupElement.java,0,0,0,26.0,66.0,4.0,1.0,9.0,4.0,0.0,0.0,0.0,0.0,8.0,23.5,1.0,2.0,0.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,84.0,19.0,103.0,1115.0,1522.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/exceptionhandlers/gcc/sections/DebugFrameSection.java,0,0,0,85.0,159.0,4.0,1.0,46.0,15.0,22.0,0.0,0.0,0.0,16.0,15.8,2.0,29.0,1.1,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,168.0,10.0,178.0,1496.0,1141.0
NationalSecurityAgency/ghidra,Ghidra/Debug/Debugger/src/main/help/help/topics/Debugger/Debugger.html,0,0,0,56.0,69.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.6,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NationalSecurityAgency/ghidra,Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/gui/modules/DebuggerAddMappingDialog.java,0,0,0,240.0,320.0,27.0,1.0,125.0,39.0,20.0,15.0,4.7,1.0,14.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,433.0,114.0,547.0,1399.0,468.0
NationalSecurityAgency/ghidra,Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/gui/memory/DebuggerAddRegionDialog.java,0,0,0,160.0,211.0,19.0,1.0,75.0,24.0,7.0,15.0,7.1,1.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,239.0,29.0,268.0,791.0,352.0
NationalSecurityAgency/ghidra,Ghidra/Debug/Debugger-api/src/main/java/ghidra/debug/api/modules/DebuggerAddressTranslator.java,0,0,0,21.0,124.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,68.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,123.0,0.0,123.0,0.0,25.0
NationalSecurityAgency/ghidra,Ghidra/Debug/Debugger-api/src/main/java/ghidra/app/services/DebuggerAutoMappingService.java,0,0,0,10.0,50.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,47.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,49.0,0.0,49.0,266.0,402.0
NationalSecurityAgency/ghidra,Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/gui/action/DebuggerAutoReadMemoryAction.java,0,0,0,17.0,36.0,1.0,1.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,5.6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,72.0,4.0,76.0,1493.0,395.0
NationalSecurityAgency/ghidra,Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/gui/register/DebuggerAvailableRegistersActionContext.java,0,0,0,12.0,33.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,66.0,2.0,68.0,872.0,1133.0
NationalSecurityAgency/ghidra,Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/gui/register/DebuggerAvailableRegistersDialog.java,0,0,0,283.0,344.0,25.0,3.0,119.0,59.0,25.0,0.0,0.0,0.0,2.0,0.7,3.0,15.0,0.2,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,731.0,61.0,792.0,1952.0,54.0
NationalSecurityAgency/ghidra,Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/gui/DebuggerBlockChooserDialog.java,0,0,0,212.0,275.0,30.0,3.0,82.0,46.0,12.0,0.0,0.0,0.0,4.0,1.9,6.0,30.0,0.5,6.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,77.0,41.0,118.0,1610.0,54.0
NationalSecurityAgency/ghidra,Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/gui/breakpoint/DebuggerBreakpointLocationsActionContext.java,0,0,0,17.0,39.0,3.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,80.0,9.0,89.0,1653.0,352.0
NationalSecurityAgency/ghidra,Ghidra/Debug/Debugger/src/main/help/help/topics/DebuggerBreakpointMarkerPlugin/DebuggerBreakpointMarkerPlugin.html,0,0,0,105.0,135.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,60.0,1.9,13.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NationalSecurityAgency/ghidra,Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/gui/breakpoint/DebuggerBreakpointMarkerPlugin.java,0,0,0,969.0,1145.0,76.0,12.0,476.0,243.0,203.0,39.0,3.4,3.0,38.0,3.8,21.0,178.0,0.6,21.0,0.0,2.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,3.0,2986.0,760.0,3746.0,1973.0,33.0
NationalSecurityAgency/ghidra,Ghidra/Test/DebuggerIntegrationTest/src/screen/java/ghidra/app/plugin/core/debug/gui/breakpoint/DebuggerBreakpointMarkerPluginScreenShots.java,0,0,0,289.0,368.0,15.0,1.0,147.0,41.0,9.0,83.0,22.6,5.0,4.0,1.4,2.0,13.0,0.1,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,277.0,95.0,372.0,922.0,33.0
NationalSecurityAgency/ghidra,Ghidra/Debug/Debugger/src/main/help/help/topics/DebuggerBreakpointsPlugin/DebuggerBreakpointsPlugin.html,0,0,0,284.0,356.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,130.0,1.5,28.0,0.0,0.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NationalSecurityAgency/ghidra,Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/gui/breakpoint/DebuggerBreakpointsPlugin.java,0,0,0,57.0,79.0,4.0,1.0,16.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,184.0,29.0,213.0,1251.0,755.0
NationalSecurityAgency/ghidra,Ghidra/Test/DebuggerIntegrationTest/src/screen/java/ghidra/app/plugin/core/debug/gui/breakpoint/DebuggerBreakpointsPluginScreenShots.java,0,0,0,161.0,206.0,5.0,1.0,62.0,10.0,3.0,0.0,0.0,0.0,3.0,1.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,132.0,116.0,248.0,922.0,33.0
NationalSecurityAgency/ghidra,Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/gui/breakpoint/DebuggerBreakpointsProvider.java,0,0,0,1326.0,1533.0,112.0,21.0,600.0,298.0,176.0,32.0,2.1,2.0,18.0,1.3,23.0,99.0,0.2,23.0,0.0,5.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,2986.0,470.0,3456.0,1973.0,33.0
NationalSecurityAgency/ghidra,Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/gui/breakpoint/DebuggerBreakpointStateTableCellEditor.java,0,0,0,58.0,89.0,5.0,1.0,24.0,7.0,4.0,0.0,0.0,0.0,1.0,1.7,3.0,32.0,1.8,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,30.0,19.0,49.0,1420.0,96.0
