repository,file,n_semgrep,n_codeql,has_security_risk,sonar_ncloc,sonar_lines,sonar_functions,sonar_classes,sonar_statements,sonar_complexity,sonar_cognitive_complexity,sonar_duplicated_lines,sonar_duplicated_lines_density,sonar_duplicated_blocks,sonar_comment_lines,sonar_comment_lines_density,sonar_code_smells,sonar_sqale_index,sonar_sqale_debt_ratio,sonar_violations,sonar_blocker_violations,sonar_critical_violations,sonar_major_violations,sonar_minor_violations,wmc,dit,noc,cbo,rfc,lcom,lcom_star,num_methods,num_static_methods,num_fields,num_static_fields,tcc,lcc,num_classes,commits,distinct_authors,lines_added,lines_removed,churn,file_age_days,days_since_change
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorLockedCellEditTest.java,0,0,0,578.0,753.0,31.0,1.0,456.0,35.0,2.0,299.0,39.7,21.0,19.0,3.2,3.0,31.0,0.2,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,810.0,58.0,868.0,2066.0,571.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorLockedDnDTest.java,0,0,0,419.0,645.0,21.0,1.0,342.0,23.0,0.0,283.0,43.9,11.0,108.0,20.5,9.0,60.0,0.5,9.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,660.0,16.0,676.0,2207.0,430.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorLockedEnablementTest.java,0,0,0,312.0,378.0,9.0,1.0,176.0,135.0,50.0,141.0,37.3,7.0,17.0,5.2,8.0,28.0,0.3,8.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,456.0,79.0,535.0,2254.0,383.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/compositeeditor/StructureEditorModel.java,0,0,0,1089.0,1428.0,53.0,1.0,644.0,287.0,330.0,131.0,9.2,5.0,143.0,11.6,16.0,144.0,0.4,16.0,0.0,5.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,4.0,2489.0,1060.0,3549.0,2551.0,86.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorNotifiedTest.java,0,0,0,632.0,834.0,29.0,1.0,489.0,69.0,9.0,207.0,24.8,14.0,47.0,6.9,9.0,69.0,0.4,9.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,1188.0,355.0,1543.0,2508.0,129.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/compositeeditor/StructureEditorPanel.java,0,0,0,31.0,57.0,3.0,1.0,13.0,8.0,4.0,0.0,0.0,0.0,2.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,56.0,0.0,56.0,0.0,430.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/compositeeditor/StructureEditorProvider.java,0,0,0,118.0,167.0,10.0,1.0,43.0,24.0,13.0,0.0,0.0,0.0,7.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,225.0,59.0,284.0,2390.0,247.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorProviderTest.java,0,0,0,471.0,661.0,18.0,1.0,340.0,39.0,20.0,86.0,13.0,9.0,60.0,11.3,11.0,90.0,0.6,11.0,0.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,1195.0,535.0,1730.0,2191.0,446.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorUnlockedActions1Test.java,0,0,0,59.0,86.0,1.0,1.0,48.0,1.0,0.0,56.0,65.1,9.0,2.0,3.3,2.0,2.0,0.1,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,88.0,3.0,91.0,1185.0,1451.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorUnlockedActions2Test.java,0,0,0,225.0,286.0,8.0,1.0,193.0,8.0,0.0,136.0,47.6,13.0,6.0,2.6,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,296.0,11.0,307.0,2070.0,567.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorUnlockedActions3Test.java,0,0,0,167.0,223.0,8.0,1.0,129.0,10.0,0.0,22.0,9.9,2.0,5.0,2.9,5.0,20.0,0.4,5.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,239.0,17.0,256.0,1185.0,1451.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorUnlockedActions4Test.java,0,0,0,181.0,241.0,8.0,1.0,131.0,16.0,2.0,61.0,25.3,3.0,8.0,4.2,4.0,38.0,0.7,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,334.0,94.0,428.0,1185.0,1451.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorUnlockedActions5Test.java,0,0,0,630.0,825.0,30.0,1.0,502.0,36.0,5.0,144.0,17.5,13.0,42.0,6.3,7.0,78.0,0.4,7.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,868.0,44.0,912.0,2546.0,91.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorUnlockedActions6Test.java,0,0,0,102.0,167.0,4.0,1.0,75.0,6.0,0.0,12.0,7.2,1.0,21.0,17.1,3.0,15.0,0.5,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,172.0,6.0,178.0,1185.0,1451.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorUnlockedCellEdit1Test.java,0,0,0,129.0,170.0,4.0,1.0,108.0,4.0,0.0,63.0,37.1,5.0,0.0,0.0,5.0,16.0,0.4,5.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,170.0,1.0,171.0,1185.0,1451.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorUnlockedCellEdit2Test.java,0,0,0,595.0,790.0,34.0,1.0,478.0,40.0,5.0,463.0,58.6,45.0,37.0,5.9,7.0,36.0,0.2,7.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,802.0,13.0,815.0,2065.0,572.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorUnlockedDnD1Test.java,0,0,0,39.0,63.0,2.0,1.0,20.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,67.0,5.0,72.0,1185.0,1451.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorUnlockedDnD2Test.java,0,0,0,60.0,88.0,2.0,1.0,45.0,2.0,0.0,17.0,19.3,1.0,0.0,0.0,1.0,1.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,101.0,14.0,115.0,2207.0,430.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorUnlockedDnD3Test.java,0,0,0,56.0,84.0,2.0,1.0,41.0,2.0,0.0,10.0,11.9,1.0,0.0,0.0,1.0,1.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,98.0,15.0,113.0,2207.0,430.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorUnlockedDnD4Test.java,0,0,0,433.0,573.0,23.0,1.0,350.0,23.0,0.0,386.0,67.4,21.0,44.0,9.2,4.0,28.0,0.2,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,587.0,15.0,602.0,2009.0,627.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/compositeeditor/StructureEditorUnlockedEnablementTest.java,0,0,0,281.0,359.0,10.0,1.0,153.0,128.0,42.0,115.0,32.0,6.0,23.0,7.6,12.0,78.0,0.9,12.0,0.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,444.0,86.0,530.0,2255.0,382.0
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/StructureFactory.java,0,0,0,100.0,257.0,5.0,1.0,55.0,19.0,16.0,0.0,0.0,0.0,94.0,48.5,1.0,5.0,0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,310.0,54.0,364.0,1988.0,649.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/program/model/data/StructureFactoryTest.java,0,0,0,207.0,324.0,10.0,1.0,123.0,14.0,12.0,0.0,0.0,0.0,29.0,12.3,2.0,6.0,0.1,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,326.0,3.0,329.0,2255.0,382.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test/java/ghidra/program/model/data/StructureImplBigEndianBitFieldTest.java,0,0,0,3.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,880.0,860.0,1740.0,800.0,1724.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test/java/ghidra/program/model/data/StructureImplLittleEndianBitFieldTest.java,0,0,0,3.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,964.0,944.0,1908.0,800.0,1724.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/merge/structures/StructureInfoLine.java,0,0,0,65.0,117.0,9.0,2.0,29.0,14.0,5.0,15.0,12.8,1.0,15.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,116.0,0.0,116.0,0.0,73.0
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/StructureInternal.java,0,0,0,3.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,20.0,0.0,1864.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test/java/ghidra/program/model/data/StructureLittleEndianBitFieldTest.java,0,0,0,670.0,886.0,49.0,1.0,107.0,50.0,1.0,794.0,89.6,1.0,136.0,16.9,3.0,15.0,0.1,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,932.0,47.0,979.0,846.0,877.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/golang/structmapping/StructureMapping.java,0,0,0,9.0,77.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,81.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,105.0,29.0,134.0,408.0,733.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/golang/structmapping/StructureMappingInfo.java,0,0,0,307.0,430.0,28.0,3.0,170.0,81.0,73.0,0.0,0.0,0.0,36.0,10.5,10.0,135.0,1.5,10.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,542.0,113.0,655.0,690.0,450.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/golang/structmapping/StructureMarkup.java,0,0,0,25.0,96.0,6.0,1.0,5.0,6.0,1.0,0.0,0.0,0.0,28.0,52.8,2.0,20.0,2.7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,104.0,9.0,113.0,213.0,927.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/golang/structmapping/StructureMarkupFunction.java,0,0,0,7.0,40.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,44.0,5.0,49.0,686.0,454.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/navigation/locationreferences/StructureMemberLocationDescriptor.java,0,0,0,157.0,206.0,10.0,1.0,79.0,34.0,34.0,0.0,0.0,0.0,6.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,205.0,0.0,205.0,0.0,2637.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/merge/structures/StructureMergeDialog.java,0,0,0,308.0,421.0,26.0,4.0,163.0,60.0,35.0,0.0,0.0,0.0,38.0,11.0,2.0,7.0,0.1,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,422.0,2.0,424.0,3.0,70.0
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/data/merge/StructureMerger.java,0,0,0,265.0,338.0,19.0,1.0,156.0,65.0,60.0,0.0,0.0,0.0,16.0,5.7,2.0,19.0,0.2,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,371.0,34.0,405.0,48.0,73.0
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/program/database/data/merge/StructureMergerTest.java,0,0,0,474.0,610.0,27.0,1.0,186.0,28.0,6.0,0.0,0.0,0.0,6.0,1.3,4.0,17.0,0.1,4.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,788.0,179.0,967.0,48.0,73.0
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/type/StructureMsType.java,0,0,0,29.0,74.0,2.0,1.0,16.0,5.0,4.0,29.0,39.2,3.0,19.0,39.6,3.0,10.0,1.1,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,43.0,62.0,0.0,2119.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/merge/structures/StructureNameLine.java,0,0,0,116.0,166.0,14.0,2.0,46.0,23.0,8.0,0.0,0.0,0.0,10.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,165.0,0.0,165.0,0.0,73.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/golang/structmapping/StructureReader.java,0,0,0,5.0,36.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,58.3,1.0,5.0,3.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,40.0,5.0,45.0,686.0,454.0
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/type/StructureStMsType.java,0,0,0,29.0,74.0,2.0,1.0,16.0,5.0,4.0,29.0,39.2,3.0,19.0,39.6,3.0,10.0,1.1,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,43.0,62.0,0.0,2119.0
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/golang/structmapping/StructureVerifier.java,0,0,0,4.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,0.0,23.0,0.0,464.0
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/widgets/fieldpanel/field/StrutFieldElement.java,0,0,0,80.0,135.0,18.0,1.0,18.0,20.0,2.0,0.0,0.0,0.0,11.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,54.0,18.0,72.0,426.0,1307.0
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/program/model/data/StubDataType.java,0,0,0,236.0,315.0,55.0,1.0,56.0,55.0,0.0,101.0,32.1,4.0,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,36.0,19.0,55.0,1310.0,390.0
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/program/model/StubFunctionManager.java,0,0,0,143.0,191.0,29.0,1.0,29.0,29.0,0.0,41.0,21.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,9.0,14.0,643.0,816.0
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/StubListing.java,0,0,0,370.0,480.0,85.0,1.0,85.0,85.0,0.0,19.0,4.0,1.0,3.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,30.0,33.0,63.0,1187.0,272.0
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/mem/StubMemory.java,0,0,0,357.0,459.0,78.0,1.0,84.0,78.0,0.0,152.0,33.1,2.0,3.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10.0,21.0,31.0,1240.0,219.0
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/test/java/ghidra/app/util/bin/format/pdb2/pdbreader/msf/StubMsf.java,0,0,0,102.0,156.0,24.0,1.0,22.0,24.0,0.0,0.0,0.0,0.0,5.0,4.7,1.0,5.0,0.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,161.0,6.0,167.0,230.0,1141.0
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/program/model/symbol/StubNamespace.java,0,0,0,48.0,78.0,9.0,1.0,11.0,11.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,77.0,0.0,77.0,0.0,622.0
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/test/java/ghidra/app/util/pdb/pdbapplicator/StubPdbApplicator.java,0,0,0,59.0,98.0,11.0,1.0,16.0,11.0,0.0,0.0,0.0,0.0,3.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,98.0,1.0,99.0,792.0,626.0
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/test/java/ghidra/framework/plugintool/util/StubPluginDescription.java,0,0,0,11.0,35.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,34.0,0.0,34.0,0.0,1607.0
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/test/java/ghidra/framework/plugintool/util/StubPluginDescriptionBuilder.java,0,0,0,38.0,71.0,5.0,1.0,13.0,6.0,1.0,0.0,0.0,0.0,3.0,7.3,2.0,10.0,0.9,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,70.0,0.0,70.0,0.0,1607.0
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/program/model/StubProgram.java,0,0,0,494.0,629.0,115.0,1.0,115.0,115.0,0.0,42.0,6.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,50.0,11.0,61.0,1029.0,430.0
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/program/model/symbol/StubSymbol.java,0,0,0,158.0,213.0,30.0,1.0,49.0,36.0,6.0,15.0,7.0,1.0,4.0,2.5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,264.0,52.0,316.0,1407.0,369.0
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/program/model/symbol/StubSymbolTable.java,0,0,0,239.0,315.0,56.0,1.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,314.0,0.0,314.0,223.0,1236.0
NationalSecurityAgency/ghidra,Ghidra/Framework/Utility/src/main/java/ghidra/util/task/StubTaskMonitor.java,0,0,0,67.0,130.0,19.0,1.0,6.0,19.0,0.0,71.0,54.6,3.0,15.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,148.0,19.0,167.0,58.0,2579.0
NationalSecurityAgency/ghidra,Ghidra/Framework/Gui/src/main/java/generic/theme/StubThemeManager.java,0,0,0,171.0,243.0,34.0,1.0,53.0,37.0,0.0,0.0,0.0,0.0,10.0,5.5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,18.0,15.0,33.0,1105.0,187.0
NationalSecurityAgency/ghidra,Ghidra/Features/VersionTracking/src/test/java/ghidra/feature/vt/gui/plugin/StubVTController.java,0,0,0,190.0,252.0,42.0,1.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,252.0,1.0,253.0,636.0,823.0
