repository,file,commits,lines_added,lines_removed
iluwatar/java-design-patterns,front-controller/src/main/java/com/iluwatar/front/controller/CatapultView.java,11,43,20
iluwatar/java-design-patterns,front-controller/src/main/java/com/iluwatar/front/controller/ErrorView.java,11,43,20
iluwatar/java-design-patterns,intercepting-filter/src/main/java/com/iluwatar/intercepting/filter/DepositFilter.java,11,48,28
iluwatar/java-design-patterns,interpreter/src/main/java/com/iluwatar/interpreter/MinusExpression.java,11,76,52
iluwatar/java-design-patterns,interpreter/src/main/java/com/iluwatar/interpreter/MultiplyExpression.java,11,77,54
iluwatar/java-design-patterns,interpreter/src/main/java/com/iluwatar/interpreter/NumberExpression.java,11,78,54
iluwatar/java-design-patterns,interpreter/src/main/java/com/iluwatar/interpreter/PlusExpression.java,11,76,52
iluwatar/java-design-patterns,iterator/src/main/java/com/iluwatar/iterator/list/TreasureChest.java,11,80,87
iluwatar/java-design-patterns,leader-election/src/main/java/com/iluwatar/leaderelection/AbstractInstance.java,11,196,51
iluwatar/java-design-patterns,leader-election/src/main/java/com/iluwatar/leaderelection/AbstractMessageManager.java,11,110,44
iluwatar/java-design-patterns,leader-election/src/test/java/com/iluwatar/leaderelection/bully/BullyMessageManagerTest.java,11,227,91
iluwatar/java-design-patterns,mediator/src/main/java/com/iluwatar/mediator/PartyImpl.java,11,102,82
iluwatar/java-design-patterns,mediator/src/main/java/com/iluwatar/mediator/PartyMemberBase.java,11,115,93
iluwatar/java-design-patterns,model-view-controller/src/main/java/com/iluwatar/model/view/controller/GiantController.java,11,73,50
iluwatar/java-design-patterns,model-view-controller/src/main/java/com/iluwatar/model/view/controller/GiantModel.java,11,86,85
iluwatar/java-design-patterns,model-view-controller/src/main/java/com/iluwatar/model/view/controller/GiantView.java,11,43,20
iluwatar/java-design-patterns,model-view-presenter/src/main/java/com/iluwatar/model/view/presenter/App.java,11,73,50
iluwatar/java-design-patterns,model-view-presenter/src/test/java/com/iluwatar/model/view/presenter/AppTest.java,11,59,21
iluwatar/java-design-patterns,monad/src/main/java/com/iluwatar/monad/Sex.java,11,92,39
iluwatar/java-design-patterns,mute-idiom/src/main/java/com/iluwatar/mute/Mute.java,11,100,30
iluwatar/java-design-patterns,observer/src/main/java/com/iluwatar/observer/generic/Race.java,11,45,15
iluwatar/java-design-patterns,observer/src/test/java/com/iluwatar/observer/utils/InMemoryAppender.java,11,72,12
iluwatar/java-design-patterns,page-object/sample-application/src/main/java/com/iluwatar/pageobject/App.java,11,223,42
iluwatar/java-design-patterns,page-object/test-automation/src/main/java/com/iluwatar/pageobject/AlbumPage.java,11,224,65
iluwatar/java-design-patterns,page-object/test-automation/src/main/java/com/iluwatar/pageobject/LoginPage.java,11,153,42
iluwatar/java-design-patterns,producer-consumer/src/main/java/com/iluwatar/producer/consumer/Item.java,11,62,34
iluwatar/java-design-patterns,producer-consumer/src/main/java/com/iluwatar/producer/consumer/ItemQueue.java,11,62,13
iluwatar/java-design-patterns,producer-consumer/src/test/java/com/iluwatar/producer/consumer/AppTest.java,11,42,24
iluwatar/java-design-patterns,proxy/src/test/java/com/iluwatar/proxy/utils/InMemoryAppender.java,11,75,15
iluwatar/java-design-patterns,reactor/src/test/java/com/iluwatar/reactor/app/ReactorTest.java,11,51,36
iluwatar/java-design-patterns,registry/pom.xml,11,87,17
iluwatar/java-design-patterns,retry/src/main/java/com/iluwatar/retry/BusinessException.java,11,76,30
iluwatar/java-design-patterns,retry/src/main/java/com/iluwatar/retry/CustomerNotFoundException.java,11,77,29
iluwatar/java-design-patterns,retry/src/main/java/com/iluwatar/retry/DatabaseNotAvailableException.java,11,69,28
iluwatar/java-design-patterns,retry/src/main/java/com/iluwatar/retry/Retry.java,11,153,48
iluwatar/java-design-patterns,retry/src/main/java/com/iluwatar/retry/RetryExponentialBackoff.java,11,160,49
iluwatar/java-design-patterns,role-object/src/main/java/com/iluwatar/roleobject/BorrowerRole.java,11,108,28
iluwatar/java-design-patterns,saga/src/main/java/com/iluwatar/saga/choreography/Saga.java,11,601,186
iluwatar/java-design-patterns,saga/src/main/java/com/iluwatar/saga/orchestration/WithdrawMoneyService.java,11,115,25
iluwatar/java-design-patterns,servant/src/main/java/com/iluwatar/servant/King.java,11,69,39
iluwatar/java-design-patterns,service-layer/src/main/java/com/iluwatar/servicelayer/common/BaseEntity.java,11,71,30
iluwatar/java-design-patterns,service-layer/src/main/java/com/iluwatar/servicelayer/spell/Spell.java,11,105,104
iluwatar/java-design-patterns,singleton/src/test/java/com/iluwatar/singleton/IvoryTowerTest.java,11,54,20
iluwatar/java-design-patterns,specification/src/main/java/com/iluwatar/specification/creature/Creature.java,11,62,18
iluwatar/java-design-patterns,specification/src/main/java/com/iluwatar/specification/creature/Dragon.java,11,57,15
iluwatar/java-design-patterns,specification/src/main/java/com/iluwatar/specification/creature/Goblin.java,11,57,15
iluwatar/java-design-patterns,specification/src/main/java/com/iluwatar/specification/creature/KillerBee.java,11,57,15
iluwatar/java-design-patterns,specification/src/main/java/com/iluwatar/specification/creature/Octopus.java,11,57,15
iluwatar/java-design-patterns,specification/src/main/java/com/iluwatar/specification/creature/Shark.java,11,57,15
iluwatar/java-design-patterns,specification/src/main/java/com/iluwatar/specification/creature/Troll.java,11,58,16
iluwatar/java-design-patterns,specification/src/main/java/com/iluwatar/specification/property/Color.java,11,48,26
iluwatar/java-design-patterns,strangler/pom.xml,11,119,49
iluwatar/java-design-patterns,strategy/src/main/java/com/iluwatar/strategy/ProjectileStrategy.java,11,80,59
iluwatar/java-design-patterns,strategy/src/main/java/com/iluwatar/strategy/SpellStrategy.java,11,80,59
iluwatar/java-design-patterns,throttling/src/main/java/com/iluwatar/throttling/timer/ThrottleTimerImpl.java,11,87,31
iluwatar/java-design-patterns,tolerant-reader/src/test/java/com/iluwatar/tolerantreader/RainbowFishTest.java,11,67,24
iluwatar/java-design-patterns,twin/src/test/java/com/iluwatar/twin/AppTest.java,11,58,20
iluwatar/java-design-patterns,unit-of-work/src/test/java/com/iluwatar/unitofwork/AppTest.java,11,66,28
iluwatar/java-design-patterns,value-object/src/test/java/com/iluwatar/value/object/AppTest.java,11,63,18
iluwatar/java-design-patterns,model-view-viewmodel/README.md,11,232,63
iluwatar/java-design-patterns,fluentinterface/README.md,11,334,175
iluwatar/java-design-patterns,thread-pool/src/main/java/com/iluwatar/threadpool/Task.java,11,61,93
iluwatar/java-design-patterns,module/README.md,11,234,234
iluwatar/java-design-patterns,priority-queue/README.md,11,346,346
iluwatar/java-design-patterns,reader-writer-lock/README.md,11,297,326
iluwatar/java-design-patterns,reader-writer-lock/src/test/java/com/iluwatar/reader/writer/lock/utils/InMemoryAppender.java,11,68,68
iluwatar/java-design-patterns,flux/src/main/java/com/iluwatar/flux/app/App.java,11,85,56
iluwatar/java-design-patterns,api-gateway/price-microservice/src/main/java/com/iluwatar/price/microservice/PriceController.java,11,69,19
iluwatar/java-design-patterns,typeobjectpattern/src/main/java/com/iluwatar/typeobject/JsonParser.java,11,139,59
iluwatar/java-design-patterns,tls/README.md,11,40,40
iluwatar/java-design-patterns,tls/src/main/java/com/iluwatar/tls/DateFormatCallable.java,11,233,233
iluwatar/java-design-patterns,tls/src/test/java/com/iluwatar/tls/AppTest.java,11,190,190
iluwatar/java-design-patterns,tls/src/test/java/com/iluwatar/tls/DateFormatCallableTestMultiThread.java,11,238,238
iluwatar/java-design-patterns,typeobjectpattern/src/main/java/com/iluwatar/typeobject/App.java,11,124,37
iluwatar/java-design-patterns,hexagonal/src/test/java/com/iluwatar/hexagonal/eventlog/MongoEventLogTest.java,11,118,32
iluwatar/java-design-patterns,eip-aggregator/src/test/java/com/iluwatar/eip/aggregator/routes/AggregatorRouteTest.java,11,107,107
iluwatar/java-design-patterns,eip-aggregator/src/test/java/com/iluwatar/eip/aggregator/routes/MessageAggregationStrategyTest.java,11,94,94
iluwatar/java-design-patterns,eip-splitter/src/test/java/com/iluwatar/eip/splitter/routes/SplitterRouteTest.java,11,94,94
iluwatar/java-design-patterns,eip-wire-tap/src/main/java/com/iluwatar/eip/wiretap/App.java,11,94,94
iluwatar/java-design-patterns,eip-wire-tap/src/test/java/com/iluwatar/eip/wiretap/AppTest.java,11,59,59
iluwatar/java-design-patterns,serverless/src/main/java/com/iluwatar/serverless/baas/api/FindPersonApiHandler.java,11,82,82
iluwatar/java-design-patterns,serverless/src/main/java/com/iluwatar/serverless/baas/api/SavePersonApiHandler.java,11,81,81
iluwatar/java-design-patterns,serverless/src/main/java/com/iluwatar/serverless/baas/model/Address.java,11,173,173
iluwatar/java-design-patterns,naked-objects/dom/src/main/java/domainapp/dom/app/homepage/HomePageService.java,11,119,119
iluwatar/java-design-patterns,naked-objects/dom/src/main/java/domainapp/dom/modules/simple/SimpleObject.java,11,269,269
iluwatar/java-design-patterns,naked-objects/fixture/src/main/java/domainapp/fixture/modules/simple/SimpleObjectsTearDown.java,11,91,91
iluwatar/java-design-patterns,naked-objects/integtests/src/test/java/domainapp/integtests/tests/modules/simple/SimpleObjectIntegTest.java,11,294,294
iluwatar/java-design-patterns,api-gateway/api-gateway-service/src/test/java/com/iluwatar/api/gateway/ApiGatewayTest.java,11,33,28
iluwatar/java-design-patterns,aggregator-microservices/information-microservice/src/test/java/com/iluwatar/information/microservice/InformationControllerTest.java,11,66,23
iluwatar/java-design-patterns,api-gateway/image-microservice/src/test/java/com/iluwatar/image/microservice/ImageControllerTest.java,11,61,19
iluwatar/java-design-patterns,arrange-act-assert/pom.xml,11,58,15
iluwatar/java-design-patterns,cqrs/src/main/java/com/iluwatar/cqrs/dto/Author.java,11,68,72
iluwatar/java-design-patterns,cqrs/src/main/java/com/iluwatar/cqrs/dto/Book.java,11,64,61
iluwatar/java-design-patterns,dao/src/main/java/com/iluwatar/dao/CustomerSchemaSql.java,11,79,16
iluwatar/java-design-patterns,dao/src/main/java/com/iluwatar/dao/InMemoryCustomerDao.java,11,25,31
iluwatar/java-design-patterns,facade/src/main/java/com/iluwatar/facade/App.java,11,85,51
iluwatar/java-design-patterns,fluentinterface/src/test/java/com/iluwatar/fluentinterface/app/AppTest.java,11,41,15
iluwatar/java-design-patterns,hexagonal/src/main/java/com/iluwatar/hexagonal/service/LotteryConsoleServiceImpl.java,11,224,96
iluwatar/java-design-patterns,hexagonal/src/test/java/com/iluwatar/hexagonal/AppTest.java,11,60,19
iluwatar/java-design-patterns,hexagonal/src/test/java/com/iluwatar/hexagonal/domain/PlayerDetailsTest.java,11,69,24
iluwatar/java-design-patterns,marker/src/main/java/Guard.java,11,51,15
iluwatar/java-design-patterns,marker/src/main/java/Thief.java,11,55,15
iluwatar/java-design-patterns,master-worker-pattern/src/main/java/com/iluwatar/masterworker/ArrayUtilityMethods.java,11,157,43
iluwatar/java-design-patterns,observer/src/main/java/com/iluwatar/observer/generic/Observer.java,11,44,13
iluwatar/java-design-patterns,chain/src/main/java/com/iluwatar/chain/App.java,11,90,61
iluwatar/java-design-patterns,unit-of-work/src/main/java/com/iluwatar/unitofwork/StudentRepository.java,11,62,57
iluwatar/java-design-patterns,semaphore/src/test/java/com/iluwatar/semaphore/AppTest.java,11,53,53
iluwatar/java-design-patterns,callback/src/main/java/com/iluwatar/callback/LambdasApp.java,11,70,70
iluwatar/java-design-patterns,adapter/index.md,11,56,16
iluwatar/java-design-patterns,decorator/index.md,11,52,15
iluwatar/java-design-patterns,singleton/src/test/java/com/iluwatar/singleton/LazyLoadedSingletonThreadSafetyTest.java,11,256,256
iluwatar/java-design-patterns,update-method/README.md,10,292,65
iluwatar/java-design-patterns,table-module/README.md,10,285,93
iluwatar/java-design-patterns,hexagonal-architecture/pom.xml,10,17,9
iluwatar/java-design-patterns,metadata-mapping/README.md,10,321,54
iluwatar/java-design-patterns,leader-followers/README.md,10,275,100
iluwatar/java-design-patterns,filterer/README.md,10,300,233
iluwatar/java-design-patterns,composite-entity/README.md,10,273,103
iluwatar/java-design-patterns,composite-view/README.md,10,674,324
iluwatar/java-design-patterns,publish-subscribe/src/main/java/com/iluwatar/publish/subscribe/App.java,10,278,67
iluwatar/java-design-patterns,abstract-document/src/main/java/com/iluwatar/abstractdocument/domain/Car.java,10,61,25
iluwatar/java-design-patterns,abstract-document/src/main/java/com/iluwatar/abstractdocument/domain/HasModel.java,10,60,23
iluwatar/java-design-patterns,abstract-document/src/main/java/com/iluwatar/abstractdocument/domain/HasType.java,10,58,21
iluwatar/java-design-patterns,abstract-document/src/main/java/com/iluwatar/abstractdocument/domain/Part.java,10,62,26
iluwatar/java-design-patterns,abstract-factory/src/main/java/com/iluwatar/abstractfactory/Kingdom.java,10,108,52
iluwatar/java-design-patterns,abstract-factory/src/main/java/com/iluwatar/abstractfactory/KingdomFactory.java,10,50,31
iluwatar/java-design-patterns,acyclic-visitor/src/main/java/com/iluwatar/acyclicvisitor/Modem.java,10,45,15
iluwatar/java-design-patterns,acyclic-visitor/src/main/java/com/iluwatar/acyclicvisitor/ZoomVisitor.java,10,42,12
iluwatar/java-design-patterns,ambassador/src/main/java/com/iluwatar/ambassador/App.java,10,91,40
iluwatar/java-design-patterns,balking/src/test/java/com/iluwatar/balking/AppTest.java,10,76,31
iluwatar/java-design-patterns,builder/src/main/java/com/iluwatar/builder/Profession.java,10,58,32
iluwatar/java-design-patterns,builder/src/main/java/com/iluwatar/builder/Weapon.java,10,59,32
iluwatar/java-design-patterns,circuit-breaker/src/main/java/com/iluwatar/circuitbreaker/DefaultCircuitBreaker.java,10,197,41
iluwatar/java-design-patterns,collection-pipeline/src/main/java/com/iluwatar/collectionpipeline/Person.java,10,60,30
iluwatar/java-design-patterns,commander/src/main/java/com/iluwatar/commander/paymentservice/PaymentDatabase.java,10,74,27
iluwatar/java-design-patterns,commander/src/main/java/com/iluwatar/commander/paymentservice/PaymentService.java,10,101,36
iluwatar/java-design-patterns,commander/src/main/java/com/iluwatar/commander/shippingservice/ShippingDatabase.java,10,70,25
iluwatar/java-design-patterns,commander/src/test/java/com/iluwatar/commander/RetryTest.java,10,142,56
iluwatar/java-design-patterns,data-bus/src/main/java/com/iluwatar/databus/AbstractDataType.java,10,81,21
iluwatar/java-design-patterns,data-bus/src/main/java/com/iluwatar/databus/data/MessageData.java,10,67,25
iluwatar/java-design-patterns,data-bus/src/main/java/com/iluwatar/databus/data/StartingData.java,10,68,25
iluwatar/java-design-patterns,data-bus/src/main/java/com/iluwatar/databus/members/MessageCollectorMember.java,10,16,22
iluwatar/java-design-patterns,data-mapper/src/main/java/com/iluwatar/datamapper/StudentDataMapper.java,10,134,95
iluwatar/java-design-patterns,data-mapper/src/main/java/com/iluwatar/datamapper/StudentDataMapperImpl.java,10,55,83
iluwatar/java-design-patterns,dependency-injection/src/main/java/com/iluwatar/dependency/injection/TobaccoModule.java,10,36,16
iluwatar/java-design-patterns,dependency-injection/src/test/java/com/iluwatar/dependency/injection/utils/InMemoryAppender.java,10,69,13
iluwatar/java-design-patterns,dirty-flag/src/test/java/org/dirty/flag/AppTest.java,10,70,27
iluwatar/java-design-patterns,double-dispatch/src/main/java/com/iluwatar/doubledispatch/GameObject.java,10,79,70
iluwatar/java-design-patterns,event-aggregator/src/test/java/com/iluwatar/event/aggregator/LordBaelishTest.java,10,52,18
iluwatar/java-design-patterns,event-aggregator/src/test/java/com/iluwatar/event/aggregator/LordVarysTest.java,10,52,18
iluwatar/java-design-patterns,event-queue/src/main/java/com/iluwatar/event/queue/PlayMessage.java,10,81,41
iluwatar/java-design-patterns,event-sourcing/src/test/java/IntegrationTest.java,10,58,63
iluwatar/java-design-patterns,execute-around/src/main/java/com/iluwatar/execute/around/FileWriterAction.java,10,34,14
iluwatar/java-design-patterns,extension-objects/src/main/java/abstractextensions/CommanderExtension.java,10,41,10
iluwatar/java-design-patterns,flux/src/main/java/com/iluwatar/flux/action/MenuItem.java,10,47,26
iluwatar/java-design-patterns,flux/src/main/java/com/iluwatar/flux/view/View.java,10,35,15
iluwatar/java-design-patterns,front-controller/src/test/java/com/iluwatar/front/controller/utils/InMemoryAppender.java,10,68,12
iluwatar/java-design-patterns,guarded-suspension/src/main/java/com/iluwatar/guarded/suspension/App.java,10,120,48
iluwatar/java-design-patterns,interpreter/src/main/java/com/iluwatar/interpreter/Expression.java,10,49,24
iluwatar/java-design-patterns,iterator/src/main/java/com/iluwatar/iterator/bst/TreeNode.java,10,172,44
iluwatar/java-design-patterns,iterator/src/main/java/com/iluwatar/iterator/list/TreasureChestItemIterator.java,10,47,53
iluwatar/java-design-patterns,leader-election/src/main/java/com/iluwatar/leaderelection/bully/BullyInstance.java,10,166,45
iluwatar/java-design-patterns,leader-election/src/main/java/com/iluwatar/leaderelection/bully/BullyMessageManager.java,10,159,47
iluwatar/java-design-patterns,leader-election/src/test/java/com/iluwatar/leaderelection/ring/RingMessageManagerTest.java,10,179,66
iluwatar/java-design-patterns,mediator/src/main/java/com/iluwatar/mediator/PartyMember.java,10,49,29
iluwatar/java-design-patterns,model-view-presenter/src/main/java/com/iluwatar/model/view/presenter/FileSelectorStub.java,10,147,135
iluwatar/java-design-patterns,multiton/src/test/java/com/iluwatar/multiton/NazgulEnumTest.java,10,79,30
iluwatar/java-design-patterns,object-mother/src/main/java/com/iluwatar/objectmother/King.java,10,84,15
iluwatar/java-design-patterns,object-mother/src/main/java/com/iluwatar/objectmother/RoyaltyObjectMother.java,10,112,20
iluwatar/java-design-patterns,page-object/src/main/java/com/iluwatar/pageobject/App.java,10,46,52
iluwatar/java-design-patterns,partial-response/src/main/java/com/iluwatar/partialresponse/App.java,10,56,53
iluwatar/java-design-patterns,partial-response/src/test/java/com/iluwatar/partialresponse/AppTest.java,10,68,31
iluwatar/java-design-patterns,poison-pill/src/main/java/com/iluwatar/poison/pill/SimpleMessage.java,10,60,38
iluwatar/java-design-patterns,poison-pill/src/main/java/com/iluwatar/poison/pill/SimpleMessageQueue.java,10,45,24
iluwatar/java-design-patterns,private-class-data/src/test/java/com/iluwatar/privateclassdata/utils/InMemoryAppender.java,10,67,12
iluwatar/java-design-patterns,property/src/main/java/com/iluwatar/property/Prototype.java,10,43,18
iluwatar/java-design-patterns,proxy/src/main/java/com/iluwatar/proxy/IvoryTower.java,10,92,56
iluwatar/java-design-patterns,proxy/src/test/java/com/iluwatar/proxy/IvoryTowerTest.java,10,35,38
iluwatar/java-design-patterns,retry/src/main/java/com/iluwatar/retry/BusinessOperation.java,10,68,25
iluwatar/java-design-patterns,role-object/src/main/java/com/iluwatar/roleobject/CustomerCore.java,10,213,59
iluwatar/java-design-patterns,role-object/src/test/java/com/iluwatar/roleobject/CustomerCoreTest.java,10,289,95
iluwatar/java-design-patterns,saga/src/main/java/com/iluwatar/saga/orchestration/ChapterResult.java,10,163,41
iluwatar/java-design-patterns,saga/src/main/java/com/iluwatar/saga/orchestration/FlyBookingService.java,10,80,13
iluwatar/java-design-patterns,saga/src/main/java/com/iluwatar/saga/orchestration/HotelBookingService.java,10,137,31
iluwatar/java-design-patterns,saga/src/main/java/com/iluwatar/saga/orchestration/OrderService.java,10,79,12
iluwatar/java-design-patterns,saga/src/test/java/com/iluwatar/saga/choreography/SagaApplicationTest.java,10,97,20
iluwatar/java-design-patterns,saga/src/test/java/com/iluwatar/saga/orchestration/SagaApplicationTest.java,10,96,20
iluwatar/java-design-patterns,servant/src/main/java/com/iluwatar/servant/Royalty.java,10,42,17
iluwatar/java-design-patterns,service-layer/src/main/java/com/iluwatar/servicelayer/magic/MagicService.java,10,39,21
iluwatar/java-design-patterns,spatial-partition/src/main/java/com/iluwatar/spatialpartition/Point.java,10,99,33
iluwatar/java-design-patterns,spatial-partition/src/main/java/com/iluwatar/spatialpartition/QuadTree.java,10,164,57
iluwatar/java-design-patterns,special-case/pom.xml,10,96,26
iluwatar/java-design-patterns,specification/src/main/java/com/iluwatar/specification/property/Movement.java,10,45,24
iluwatar/java-design-patterns,specification/src/main/java/com/iluwatar/specification/property/Size.java,10,45,24
iluwatar/java-design-patterns,specification/src/main/java/com/iluwatar/specification/selector/ColorSelector.java,10,45,27
iluwatar/java-design-patterns,specification/src/main/java/com/iluwatar/specification/selector/MovementSelector.java,10,45,27
iluwatar/java-design-patterns,specification/src/main/java/com/iluwatar/specification/selector/SizeSelector.java,10,45,27
iluwatar/java-design-patterns,state/src/main/java/com/iluwatar/state/Mammoth.java,10,114,93
iluwatar/java-design-patterns,state/src/main/java/com/iluwatar/state/State.java,10,65,46
iluwatar/java-design-patterns,strategy/src/main/java/com/iluwatar/strategy/DragonSlayingStrategy.java,10,64,44
iluwatar/java-design-patterns,template-method/src/main/java/com/iluwatar/templatemethod/HalflingThief.java,10,64,44
iluwatar/java-design-patterns,template-method/src/test/java/com/iluwatar/templatemethod/HitAndRunMethodTest.java,10,59,20
iluwatar/java-design-patterns,template-method/src/test/java/com/iluwatar/templatemethod/SubtleMethodTest.java,10,59,20
iluwatar/java-design-patterns,update-method/src/main/java/com/iluwatar/updatemethod/World.java,10,139,35
iluwatar/java-design-patterns,visitor/src/main/java/com/iluwatar/visitor/Commander.java,10,97,72
iluwatar/java-design-patterns,visitor/src/main/java/com/iluwatar/visitor/Sergeant.java,10,97,72
iluwatar/java-design-patterns,visitor/src/main/java/com/iluwatar/visitor/Soldier.java,10,97,72
iluwatar/java-design-patterns,visitor/src/main/java/com/iluwatar/visitor/UnitVisitor.java,10,71,52
iluwatar/java-design-patterns,commander/src/main/java/com/iluwatar/commander/AppQueueFailCases.java,10,270,270
iluwatar/java-design-patterns,commander/src/main/java/com/iluwatar/commander/AppShippingFailCases.java,10,220,220
iluwatar/java-design-patterns,thread-pool/src/main/java/com/iluwatar/threadpool/CoffeeMakingTask.java,10,41,61
iluwatar/java-design-patterns,thread-pool/src/main/java/com/iluwatar/threadpool/PotatoPeelingTask.java,10,42,62
iluwatar/java-design-patterns,thread-pool/src/test/java/com/iluwatar/threadpool/CoffeeMakingTaskTest.java,10,49,49
iluwatar/java-design-patterns,thread-pool/src/test/java/com/iluwatar/threadpool/PotatoPeelingTaskTest.java,10,49,49
iluwatar/java-design-patterns,priority-queue/src/main/java/com/iluwatar/priority/queue/Worker.java,10,80,80
iluwatar/java-design-patterns,queue-load-leveling/src/main/java/com/iluwatar/queue/load/leveling/ServiceExecutor.java,10,19,24
iluwatar/java-design-patterns,master-worker-pattern/README.md,10,117,117
iluwatar/java-design-patterns,hexagonal/src/main/java/com/iluwatar/hexagonal/eventlog/StdOutEventLog.java,10,42,41
iluwatar/java-design-patterns,event-asynchronous/README.md,10,42,42
iluwatar/java-design-patterns,api-gateway/api-gateway-service/src/main/java/com/iluwatar/api/gateway/ApiGateway.java,10,22,19
iluwatar/java-design-patterns,aggregator-microservices/information-microservice/src/main/java/com/iluwatar/information/microservice/InformationController.java,10,59,14
iluwatar/java-design-patterns,layers/src/main/resources/META-INF/persistence.xml,10,48,48
iluwatar/java-design-patterns,tls/src/main/java/com/iluwatar/tls/Result.java,10,144,144
iluwatar/java-design-patterns,cloud-static-content-hosting/README.md,10,250,250
iluwatar/java-design-patterns,eip-aggregator/src/main/java/com/iluwatar/eip/aggregator/routes/MessageAggregationStrategy.java,10,61,61
iluwatar/java-design-patterns,eip-aggregator/src/test/java/com/iluwatar/eip/aggregator/AppTest.java,10,58,58
iluwatar/java-design-patterns,eip-splitter/README.md,10,40,40
iluwatar/java-design-patterns,eip-splitter/src/main/java/com/iluwatar/eip/splitter/App.java,10,94,94
iluwatar/java-design-patterns,eip-splitter/src/test/java/com/iluwatar/eip/splitter/AppTest.java,10,58,58
iluwatar/java-design-patterns,eip-wire-tap/src/test/java/com/iluwatar/eip/wiretap/routes/WireTapRouteTest.java,10,45,107
iluwatar/java-design-patterns,serverless/src/main/java/com/iluwatar/serverless/baas/api/AbstractDynamoDbHandler.java,10,117,117
iluwatar/java-design-patterns,serverless/src/test/java/com/iluwatar/serverless/baas/api/SavePersonApiHandlerTest.java,10,143,143
iluwatar/java-design-patterns,naked-objects/dom/src/main/java/domainapp/dom/app/homepage/HomePageViewModel.java,10,124,124
iluwatar/java-design-patterns,naked-objects/integtests/src/test/java/domainapp/integtests/specglue/modules/simple/SimpleObjectGlue.java,10,113,113
iluwatar/java-design-patterns,api-gateway/image-microservice/src/main/java/com/iluwatar/image/microservice/ImageController.java,10,64,15
iluwatar/java-design-patterns,balking/src/main/java/com/iluwatar/balking/App.java,10,102,36
iluwatar/java-design-patterns,cqrs/src/main/java/com/iluwatar/cqrs/queries/IQueryService.java,10,72,25
iluwatar/java-design-patterns,cqrs/src/main/java/com/iluwatar/cqrs/util/HibernateUtil.java,10,82,24
iluwatar/java-design-patterns,dependency-injection/src/main/java/com/iluwatar/dependency/injection/AdvancedWizard.java,10,45,25
iluwatar/java-design-patterns,hexagonal/src/test/java/com/iluwatar/hexagonal/test/LotteryTestUtils.java,10,19,21
iluwatar/java-design-patterns,marker/src/test/java/AppTest.java,10,54,16
iluwatar/java-design-patterns,marker/src/test/java/GuardTest.java,10,55,15
iluwatar/java-design-patterns,master-worker-pattern/src/main/java/com/iluwatar/masterworker/App.java,10,140,58
iluwatar/java-design-patterns,master-worker-pattern/src/main/java/com/iluwatar/masterworker/system/systemmaster/Master.java,10,156,46
iluwatar/java-design-patterns,model-view-controller/src/main/java/com/iluwatar/model/view/controller/App.java,10,82,53
iluwatar/java-design-patterns,private-class-data/src/main/java/com/iluwatar/privateclassdata/App.java,10,106,81
iluwatar/java-design-patterns,promise/src/main/java/com/iluwatar/promise/PromiseSupport.java,10,165,48
iluwatar/java-design-patterns,template-method/src/main/java/com/iluwatar/templatemethod/App.java,10,75,48
iluwatar/java-design-patterns,business-delegate/src/main/java/com/iluwatar/business/delegate/ServiceType.java,10,33,44
iluwatar/java-design-patterns,chain/src/test/java/com/iluwatar/chain/OrcKingTest.java,10,80,20
iluwatar/java-design-patterns,chain/src/main/java/com/iluwatar/chain/OrcCommander.java,10,72,45
iluwatar/java-design-patterns,chain/src/main/java/com/iluwatar/chain/OrcOfficer.java,10,73,46
iluwatar/java-design-patterns,chain/src/main/java/com/iluwatar/chain/OrcSoldier.java,10,72,45
iluwatar/java-design-patterns,chain/src/main/java/com/iluwatar/chain/Request.java,10,155,87
iluwatar/java-design-patterns,mutex/src/main/java/com/iluwatar/mutex/Thief.java,10,85,85
iluwatar/java-design-patterns,mutex/src/test/java/com/iluwatar/mutex/AppTest.java,10,53,53
iluwatar/java-design-patterns,semaphore/src/main/java/com/iluwatar/semaphore/Fruit.java,10,81,81
iluwatar/java-design-patterns,semaphore/src/main/java/com/iluwatar/semaphore/FruitBowl.java,10,116,116
iluwatar/java-design-patterns,command/src/main/java/com/iluwatar/command/ShrinkSpell.java,10,91,124
iluwatar/java-design-patterns,transaction-script/src/main/java/com/ashishtrivedi16/transactionscript/Hotel.java,10,148,61
iluwatar/java-design-patterns,layers/src/main/java/com/iluwatar/layers/CakeViewImpl.java,10,48,17
iluwatar/java-design-patterns,layers/src/test/java/com/iluwatar/layers/AppTest.java,10,63,23
iluwatar/java-design-patterns,command/index.md,10,65,17
iluwatar/java-design-patterns,bridge/index.md,10,51,16
iluwatar/java-design-patterns,flyweight/index.md,10,53,14
iluwatar/java-design-patterns,half-sync-half-async/index.md,10,53,14
iluwatar/java-design-patterns,special-case/README.md,9,614,329
iluwatar/java-design-patterns,strangler/README.md,9,250,41
iluwatar/java-design-patterns,parameter-object/README.md,9,291,111
iluwatar/java-design-patterns,identity-map/README.md,9,416,195
iluwatar/java-design-patterns,health-check/README.md,9,555,436
iluwatar/java-design-patterns,fanout-fanin/README.md,9,279,102
iluwatar/java-design-patterns,client-session/README.md,9,308,161
iluwatar/java-design-patterns,collecting-parameter/README.md,9,489,328
iluwatar/java-design-patterns,abstract-document/src/main/java/com/iluwatar/abstractdocument/Document.java,9,100,41
